OFFICE / BALLOT ISSUE,PARTY,COUNTY,CANDIDATE / BALLOT ISSUE TITLE,YES VOTES,YES PERCENT,NO VOTES,NO PERCENT
United States Senator,Unity Party of Colorado,GARFIELD,Bill Hammons,105,0.00%,,
United States Senator,Unity Party of Colorado,GILPIN,Bill Hammons,23,0.00%,,
United States Senator,Unity Party of Colorado,GRAND,Bill Hammons,48,0.00%,,
United States Senator,Unity Party of Colorado,GUNNISON,Bill Hammons,36,0.00%,,
United States Senator,Unity Party of Colorado,HINSDALE,Bill Hammons,1,0.00%,,
United States Senator,Unity Party of Colorado,HUERFANO,Bill Hammons,10,0.00%,,
United States Senator,Unity Party of Colorado,JACKSON,Bill Hammons,5,0.00%,,
United States Senator,Unity Party of Colorado,JEFFERSON,Bill Hammons,"1,013",0.04%,,
United States Senator,Unity Party of Colorado,KIOWA,Bill Hammons,1,0.00%,,
United States Senator,Unity Party of Colorado,KIT CARSON,Bill Hammons,17,0.00%,,
United States Senator,Unity Party of Colorado,LAKE,Bill Hammons,15,0.00%,,
United States Senator,Unity Party of Colorado,LA PLATA,Bill Hammons,133,0.00%,,
United States Senator,Unity Party of Colorado,LARIMER,Bill Hammons,736,0.03%,,
United States Senator,Unity Party of Colorado,LAS ANIMAS,Bill Hammons,32,0.00%,,
United States Senator,Unity Party of Colorado,LINCOLN,Bill Hammons,6,0.00%,,
United States Senator,Unity Party of Colorado,LOGAN,Bill Hammons,38,0.00%,,
United States Senator,Unity Party of Colorado,MESA,Bill Hammons,458,0.02%,,
United States Senator,Unity Party of Colorado,MINERAL,Bill Hammons,3,0.00%,,
United States Senator,Unity Party of Colorado,MOFFAT,Bill Hammons,37,0.00%,,
United States Senator,Unity Party of Colorado,MONTEZUMA,Bill Hammons,78,0.00%,,
United States Senator,Unity Party of Colorado,MONTROSE,Bill Hammons,77,0.00%,,
United States Senator,Unity Party of Colorado,MORGAN,Bill Hammons,43,0.00%,,
United States Senator,Unity Party of Colorado,OTERO,Bill Hammons,32,0.00%,,
United States Senator,Unity Party of Colorado,OURAY,Bill Hammons,9,0.00%,,
United States Senator,Unity Party of Colorado,PARK,Bill Hammons,43,0.00%,,
United States Senator,Unity Party of Colorado,PHILLIPS,Bill Hammons,4,0.00%,,
United States Senator,Unity Party of Colorado,PITKIN,Bill Hammons,25,0.00%,,
United States Senator,Unity Party of Colorado,PROWERS,Bill Hammons,32,0.00%,,
United States Senator,Unity Party of Colorado,PUEBLO,Bill Hammons,491,0.02%,,
United States Senator,Unity Party of Colorado,RIO BLANCO,Bill Hammons,8,0.00%,,
United States Senator,Unity Party of Colorado,RIO GRANDE,Bill Hammons,16,0.00%,,
United States Senator,Unity Party of Colorado,ROUTT,Bill Hammons,38,0.00%,,
United States Senator,Unity Party of Colorado,SAGUACHE,Bill Hammons,15,0.00%,,
United States Senator,Unity Party of Colorado,SAN JUAN,Bill Hammons,1,0.00%,,
United States Senator,Unity Party of Colorado,SAN MIGUEL,Bill Hammons,5,0.00%,,
United States Senator,Unity Party of Colorado,SEDGWICK,Bill Hammons,11,0.00%,,
United States Senator,Unity Party of Colorado,SUMMIT,Bill Hammons,63,0.00%,,
United States Senator,Unity Party of Colorado,TELLER,Bill Hammons,48,0.00%,,
United States Senator,Unity Party of Colorado,WASHINGTON,Bill Hammons,18,0.00%,,
United States Senator,Unity Party of Colorado,WELD,Bill Hammons,576,0.02%,,
United States Senator,Unity Party of Colorado,YUMA,Bill Hammons,12,0.00%,,
United States Senator,Unity Party of Colorado,,Bill Hammons TOTAL,"9,336",0.34%,,
United States Senator,Unaffiliated,ADAMS,Dan Chapin,773,0.03%,,
United States Senator,Unaffiliated,ALAMOSA,Dan Chapin,24,0.00%,,
United States Senator,Unaffiliated,ARAPAHOE,Dan Chapin,849,0.03%,,
United States Senator,Unaffiliated,ARCHULETA,Dan Chapin,30,0.00%,,
United States Senator,Unaffiliated,BACA,Dan Chapin,5,0.00%,,
United States Senator,Unaffiliated,BENT,Dan Chapin,16,0.00%,,
United States Senator,Unaffiliated,BOULDER,Dan Chapin,315,0.01%,,
United States Senator,Unaffiliated,BROOMFIELD,Dan Chapin,76,0.00%,,
United States Senator,Unaffiliated,CHAFFEE,Dan Chapin,41,0.00%,,
United States Senator,Unaffiliated,CHEYENNE,Dan Chapin,3,0.00%,,
United States Senator,Unaffiliated,CLEAR CREEK,Dan Chapin,30,0.00%,,
United States Senator,Unaffiliated,CONEJOS,Dan Chapin,9,0.00%,,
United States Senator,Unaffiliated,COSTILLA,Dan Chapin,4,0.00%,,
United States Senator,Unaffiliated,CROWLEY,Dan Chapin,6,0.00%,,
United States Senator,Unaffiliated,CUSTER,Dan Chapin,4,0.00%,,
United States Senator,Unaffiliated,DELTA,Dan Chapin,69,0.00%,,
United States Senator,Unaffiliated,DENVER,Dan Chapin,765,0.03%,,
United States Senator,Unaffiliated,DOLORES,Dan Chapin,4,0.00%,,
United States Senator,Unaffiliated,DOUGLAS,Dan Chapin,381,0.01%,,
United States Senator,Unaffiliated,EAGLE,Dan Chapin,69,0.00%,,
United States Senator,Unaffiliated,ELBERT,Dan Chapin,36,0.00%,,
United States Senator,Unaffiliated,EL PASO,Dan Chapin,946,0.03%,,
United States Senator,Unaffiliated,FREMONT,Dan Chapin,96,0.00%,,
United States Senator,Unaffiliated,GARFIELD,Dan Chapin,105,0.00%,,
United States Senator,Unaffiliated,GILPIN,Dan Chapin,20,0.00%,,
United States Senator,Unaffiliated,GRAND,Dan Chapin,28,0.00%,,
United States Senator,Unaffiliated,GUNNISON,Dan Chapin,19,0.00%,,
United States Senator,Unaffiliated,HINSDALE,Dan Chapin,0,0.00%,,
United States Senator,Unaffiliated,HUERFANO,Dan Chapin,15,0.00%,,
United States Senator,Unaffiliated,JACKSON,Dan Chapin,6,0.00%,,
United States Senator,Unaffiliated,JEFFERSON,Dan Chapin,"1,064",0.04%,,
United States Senator,Unaffiliated,KIOWA,Dan Chapin,6,0.00%,,
United States Senator,Unaffiliated,KIT CARSON,Dan Chapin,15,0.00%,,
United States Senator,Unaffiliated,LAKE,Dan Chapin,12,0.00%,,
United States Senator,Unaffiliated,LA PLATA,Dan Chapin,83,0.00%,,
United States Senator,Unaffiliated,LARIMER,Dan Chapin,616,0.02%,,
United States Senator,Unaffiliated,LAS ANIMAS,Dan Chapin,18,0.00%,,
United States Senator,Unaffiliated,LINCOLN,Dan Chapin,7,0.00%,,
United States Senator,Unaffiliated,LOGAN,Dan Chapin,41,0.00%,,
United States Senator,Unaffiliated,MESA,Dan Chapin,380,0.01%,,
United States Senator,Unaffiliated,MINERAL,Dan Chapin,1,0.00%,,
United States Senator,Unaffiliated,MOFFAT,Dan Chapin,29,0.00%,,
United States Senator,Unaffiliated,MONTEZUMA,Dan Chapin,73,0.00%,,
United States Senator,Unaffiliated,MONTROSE,Dan Chapin,87,0.00%,,
United States Senator,Unaffiliated,MORGAN,Dan Chapin,62,0.00%,,
United States Senator,Unaffiliated,OTERO,Dan Chapin,33,0.00%,,
United States Senator,Unaffiliated,OURAY,Dan Chapin,10,0.00%,,
United States Senator,Unaffiliated,PARK,Dan Chapin,33,0.00%,,
United States Senator,Unaffiliated,PHILLIPS,Dan Chapin,5,0.00%,,
United States Senator,Unaffiliated,PITKIN,Dan Chapin,8,0.00%,,
United States Senator,Unaffiliated,PROWERS,Dan Chapin,13,0.00%,,
United States Senator,Unaffiliated,PUEBLO,Dan Chapin,298,0.01%,,
United States Senator,Unaffiliated,RIO BLANCO,Dan Chapin,12,0.00%,,
United States Senator,Unaffiliated,RIO GRANDE,Dan Chapin,32,0.00%,,
United States Senator,Unaffiliated,ROUTT,Dan Chapin,31,0.00%,,
United States Senator,Unaffiliated,SAGUACHE,Dan Chapin,11,0.00%,,
United States Senator,Unaffiliated,SAN JUAN,Dan Chapin,2,0.00%,,
United States Senator,Unaffiliated,SAN MIGUEL,Dan Chapin,10,0.00%,,
United States Senator,Unaffiliated,SEDGWICK,Dan Chapin,1,0.00%,,
United States Senator,Unaffiliated,SUMMIT,Dan Chapin,45,0.00%,,
United States Senator,Unaffiliated,TELLER,Dan Chapin,43,0.00%,,
United States Senator,Unaffiliated,WASHINGTON,Dan Chapin,12,0.00%,,
United States Senator,Unaffiliated,WELD,Dan Chapin,507,0.02%,,
United States Senator,Unaffiliated,YUMA,Dan Chapin,17,0.00%,,
United States Senator,Unaffiliated,,Dan Chapin TOTAL,"8,361",0.30%,,
United States Senator,Unaffiliated,ADAMS,Paul Noel Fiorino,340,0.01%,,
United States Senator,Unaffiliated,ALAMOSA,Paul Noel Fiorino,14,0.00%,,
United States Senator,Unaffiliated,ARAPAHOE,Paul Noel Fiorino,315,0.01%,,
United States Senator,Unaffiliated,ARCHULETA,Paul Noel Fiorino,18,0.00%,,
United States Senator,Unaffiliated,BACA,Paul Noel Fiorino,0,0.00%,,
United States Senator,Unaffiliated,BENT,Paul Noel Fiorino,5,0.00%,,
United States Senator,Unaffiliated,BOULDER,Paul Noel Fiorino,127,0.00%,,
United States Senator,Unaffiliated,BROOMFIELD,Paul Noel Fiorino,18,0.00%,,
United States Senator,Unaffiliated,CHAFFEE,Paul Noel Fiorino,13,0.00%,,
United States Senator,Unaffiliated,CHEYENNE,Paul Noel Fiorino,1,0.00%,,
United States Senator,Unaffiliated,CLEAR CREEK,Paul Noel Fiorino,6,0.00%,,
United States Senator,Unaffiliated,CONEJOS,Paul Noel Fiorino,5,0.00%,,
United States Senator,Unaffiliated,COSTILLA,Paul Noel Fiorino,3,0.00%,,
United States Senator,Unaffiliated,CROWLEY,Paul Noel Fiorino,3,0.00%,,
United States Senator,Unaffiliated,CUSTER,Paul Noel Fiorino,3,0.00%,,
United States Senator,Unaffiliated,DELTA,Paul Noel Fiorino,26,0.00%,,
United States Senator,Unaffiliated,DENVER,Paul Noel Fiorino,410,0.01%,,
United States Senator,Unaffiliated,DOLORES,Paul Noel Fiorino,0,0.00%,,
United States Senator,Unaffiliated,DOUGLAS,Paul Noel Fiorino,125,0.00%,,
United States Senator,Unaffiliated,EAGLE,Paul Noel Fiorino,41,0.00%,,
United States Senator,Unaffiliated,ELBERT,Paul Noel Fiorino,8,0.00%,,
United States Senator,Unaffiliated,EL PASO,Paul Noel Fiorino,326,0.01%,,
United States Senator,Unaffiliated,FREMONT,Paul Noel Fiorino,35,0.00%,,
United States Senator,Unaffiliated,GARFIELD,Paul Noel Fiorino,19,0.00%,,
United States Senator,Unaffiliated,GILPIN,Paul Noel Fiorino,3,0.00%,,
United States Senator,Unaffiliated,GRAND,Paul Noel Fiorino,6,0.00%,,
United States Senator,Unaffiliated,GUNNISON,Paul Noel Fiorino,15,0.00%,,
United States Senator,Unaffiliated,HINSDALE,Paul Noel Fiorino,0,0.00%,,
United States Senator,Unaffiliated,HUERFANO,Paul Noel Fiorino,7,0.00%,,
United States Senator,Unaffiliated,JACKSON,Paul Noel Fiorino,1,0.00%,,
United States Senator,Unaffiliated,JEFFERSON,Paul Noel Fiorino,382,0.01%,,
United States Senator,Unaffiliated,KIOWA,Paul Noel Fiorino,0,0.00%,,
United States Senator,Unaffiliated,KIT CARSON,Paul Noel Fiorino,8,0.00%,,
United States Senator,Unaffiliated,LAKE,Paul Noel Fiorino,4,0.00%,,
United States Senator,Unaffiliated,LA PLATA,Paul Noel Fiorino,34,0.00%,,
United States Senator,Unaffiliated,LARIMER,Paul Noel Fiorino,181,0.01%,,
United States Senator,Unaffiliated,LAS ANIMAS,Paul Noel Fiorino,7,0.00%,,
United States Senator,Unaffiliated,LINCOLN,Paul Noel Fiorino,5,0.00%,,
United States Senator,Unaffiliated,LOGAN,Paul Noel Fiorino,13,0.00%,,
United States Senator,Unaffiliated,MESA,Paul Noel Fiorino,112,0.00%,,
United States Senator,Unaffiliated,MINERAL,Paul Noel Fiorino,0,0.00%,,
United States Senator,Unaffiliated,MOFFAT,Paul Noel Fiorino,6,0.00%,,
United States Senator,Unaffiliated,MONTEZUMA,Paul Noel Fiorino,11,0.00%,,
United States Senator,Unaffiliated,MONTROSE,Paul Noel Fiorino,21,0.00%,,
United States Senator,Unaffiliated,MORGAN,Paul Noel Fiorino,12,0.00%,,
United States Senator,Unaffiliated,OTERO,Paul Noel Fiorino,23,0.00%,,
United States Senator,Unaffiliated,OURAY,Paul Noel Fiorino,3,0.00%,,
United States Senator,Unaffiliated,PARK,Paul Noel Fiorino,12,0.00%,,
United States Senator,Unaffiliated,PHILLIPS,Paul Noel Fiorino,0,0.00%,,
United States Senator,Unaffiliated,PITKIN,Paul Noel Fiorino,7,0.00%,,
United States Senator,Unaffiliated,PROWERS,Paul Noel Fiorino,7,0.00%,,
United States Senator,Unaffiliated,PUEBLO,Paul Noel Fiorino,195,0.01%,,
United States Senator,Unaffiliated,RIO BLANCO,Paul Noel Fiorino,2,0.00%,,
United States Senator,Unaffiliated,RIO GRANDE,Paul Noel Fiorino,14,0.00%,,
United States Senator,Unaffiliated,ROUTT,Paul Noel Fiorino,12,0.00%,,
United States Senator,Unaffiliated,SAGUACHE,Paul Noel Fiorino,5,0.00%,,
United States Senator,Unaffiliated,SAN JUAN,Paul Noel Fiorino,1,0.00%,,
United States Senator,Unaffiliated,SAN MIGUEL,Paul Noel Fiorino,3,0.00%,,
United States Senator,Unaffiliated,SEDGWICK,Paul Noel Fiorino,2,0.00%,,
United States Senator,Unaffiliated,SUMMIT,Paul Noel Fiorino,8,0.00%,,
United States Senator,Unaffiliated,TELLER,Paul Noel Fiorino,6,0.00%,,
United States Senator,Unaffiliated,WASHINGTON,Paul Noel Fiorino,3,0.00%,,
United States Senator,Unaffiliated,WELD,Paul Noel Fiorino,223,0.01%,,
United States Senator,Unaffiliated,YUMA,Paul Noel Fiorino,1,0.00%,,
United States Senator,Unaffiliated,,Paul Noel Fiorino TOTAL,"3,216",0.12%,,
United States Senator,Unaffiliated,ADAMS,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,ALAMOSA,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,ARAPAHOE,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,ARCHULETA,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,BACA,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,BENT,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,BOULDER,Don Willoughby,1,0.00%,,
United States Senator,Unaffiliated,BROOMFIELD,Don Willoughby,1,0.00%,,
United States Senator,Unaffiliated,CHAFFEE,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,CHEYENNE,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,CLEAR CREEK,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,CONEJOS,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,COSTILLA,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,CROWLEY,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,CUSTER,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,DELTA,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,DENVER,Don Willoughby,2,0.00%,,
United States Senator,Unaffiliated,DOLORES,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,DOUGLAS,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,EAGLE,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,ELBERT,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,EL PASO,Don Willoughby,1,0.00%,,
United States Senator,Unaffiliated,FREMONT,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,GARFIELD,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,GILPIN,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,GRAND,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,GUNNISON,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,HINSDALE,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,HUERFANO,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,JACKSON,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,JEFFERSON,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,KIOWA,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,KIT CARSON,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,LAKE,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,LA PLATA,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,LARIMER,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,LAS ANIMAS,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,LINCOLN,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,LOGAN,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,MESA,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,MINERAL,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,MOFFAT,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,MONTEZUMA,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,MONTROSE,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,MORGAN,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,OTERO,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,OURAY,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,PARK,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,PHILLIPS,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,PITKIN,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,PROWERS,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,PUEBLO,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,RIO BLANCO,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,RIO GRANDE,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,ROUTT,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,SAGUACHE,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,SAN JUAN,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,SAN MIGUEL,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,SEDGWICK,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,SUMMIT,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,TELLER,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,WASHINGTON,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,WELD,Don Willoughby,1,0.00%,,
United States Senator,Unaffiliated,YUMA,Don Willoughby,0,0.00%,,
United States Senator,Unaffiliated,,Don Willoughby TOTAL,6,0.00%,,
United States Representative - District 1,Democratic Party,ARAPAHOE,Diana DeGette,"14,933",3.94%,,
United States Representative - District 1,Democratic Party,DENVER,Diana DeGette,"225,893",59.60%,,
United States Representative - District 1,Democratic Party,JEFFERSON,Diana DeGette,"16,428",4.33%,,
United States Representative - District 1,Democratic Party,,Diana DeGette TOTAL,"257,254",67.87%,,
United States Representative - District 1,Republican Party,ARAPAHOE,"Charles ""Casper"" Stockham","10,318",2.72%,,
United States Representative - District 1,Republican Party,DENVER,"Charles ""Casper"" Stockham","71,651",18.90%,,
United States Representative - District 1,Republican Party,JEFFERSON,"Charles ""Casper"" Stockham","23,061",6.08%,,
United States Representative - District 1,Republican Party,,"Charles ""Casper"" Stockham TOTAL","105,030",27.71%,,
United States Representative - District 1,Libertarian Party,ARAPAHOE,Darrell Dinges,"1,358",0.36%,,
United States Representative - District 1,Libertarian Party,DENVER,Darrell Dinges,"13,699",3.61%,,
United States Representative - District 1,Libertarian Party,JEFFERSON,Darrell Dinges,"1,695",0.45%,,
United States Representative - District 1,Libertarian Party,,Darrell Dinges TOTAL,"16,752",4.42%,,
United States Representative - District 2,Democratic Party,BOULDER,Jared Polis,"101,137",22.12%,,
United States Representative - District 2,Democratic Party,BROOMFIELD,Jared Polis,"19,551",4.28%,,
United States Representative - District 2,Democratic Party,CLEAR CREEK,Jared Polis,"2,815",0.62%,,
United States Representative - District 2,Democratic Party,EAGLE,Jared Polis,"3,964",0.87%,,
United States Representative - District 2,Democratic Party,GILPIN,Jared Polis,"1,742",0.38%,,
United States Representative - District 2,Democratic Party,GRAND,Jared Polis,"3,397",0.74%,,
United States Representative - District 2,Democratic Party,JEFFERSON,Jared Polis,"22,930",5.01%,,
United States Representative - District 2,Democratic Party,LARIMER,Jared Polis,"93,427",20.43%,,
United States Representative - District 2,Democratic Party,PARK,Jared Polis,"1,745",0.38%,,
United States Representative - District 2,Democratic Party,SUMMIT,Jared Polis,"9,467",2.07%,,
United States Representative - District 2,Democratic Party,,Jared Polis TOTAL,"260,175",56.89%,,
United States Representative - District 2,Republican Party,BOULDER,Nicholas Morse,"27,388",5.99%,,
United States Representative - District 2,Republican Party,BROOMFIELD,Nicholas Morse,"15,173",3.32%,,
United States Representative - District 2,Republican Party,CLEAR CREEK,Nicholas Morse,"2,441",0.53%,,
United States Representative - District 2,Republican Party,EAGLE,Nicholas Morse,"1,933",0.42%,,
United States Representative - District 2,Republican Party,GILPIN,Nicholas Morse,"1,412",0.31%,,
United States Representative - District 2,Republican Party,GRAND,Nicholas Morse,"4,310",0.94%,,
United States Representative - District 2,Republican Party,JEFFERSON,Nicholas Morse,"24,763",5.41%,,
United States Representative - District 2,Republican Party,LARIMER,Nicholas Morse,"84,683",18.52%,,
United States Representative - District 2,Republican Party,PARK,Nicholas Morse,"2,874",0.63%,,
United States Representative - District 2,Republican Party,SUMMIT,Nicholas Morse,"5,024",1.10%,,
United States Representative - District 2,Republican Party,,Nicholas Morse TOTAL,"170,001",37.17%,,
United States Representative - District 2,Libertarian Party,BOULDER,Richard Longstreth,"6,054",1.32%,,
United States Representative - District 2,Libertarian Party,BROOMFIELD,Richard Longstreth,"2,240",0.49%,,
United States Representative - District 2,Libertarian Party,CLEAR CREEK,Richard Longstreth,494,0.11%,,
United States Representative - District 2,Libertarian Party,EAGLE,Richard Longstreth,482,0.11%,,
United States Representative - District 2,Libertarian Party,GILPIN,Richard Longstreth,302,0.07%,,
United States Representative - District 2,Libertarian Party,GRAND,Richard Longstreth,614,0.13%,,
United States Representative - District 2,Libertarian Party,JEFFERSON,Richard Longstreth,"3,035",0.66%,,
United States Representative - District 2,Libertarian Party,LARIMER,Richard Longstreth,"12,360",2.70%,,
United States Representative - District 2,Libertarian Party,PARK,Richard Longstreth,464,0.10%,,
United States Representative - District 2,Libertarian Party,SUMMIT,Richard Longstreth,"1,091",0.24%,,
United States Representative - District 2,Libertarian Party,,Richard Longstreth TOTAL,"27,136",5.93%,,
United States Representative - District 3,Republican Party,ALAMOSA,Scott R. Tipton,"3,226",0.86%,,
United States Representative - District 3,Republican Party,ARCHULETA,Scott R. Tipton,"4,229",1.13%,,
United States Representative - District 3,Republican Party,CONEJOS,Scott R. Tipton,"1,908",0.51%,,
United States Representative - District 3,Republican Party,COSTILLA,Scott R. Tipton,537,0.14%,,
United States Representative - District 3,Republican Party,CUSTER,Scott R. Tipton,"2,132",0.57%,,
United States Representative - District 3,Republican Party,DELTA,Scott R. Tipton,"11,265",3.01%,,
United States Representative - District 3,Republican Party,DOLORES,Scott R. Tipton,784,0.21%,,
United States Representative - District 3,Republican Party,EAGLE,Scott R. Tipton,"7,584",2.03%,,
United States Representative - District 3,Republican Party,GARFIELD,Scott R. Tipton,"13,186",3.53%,,
United States Representative - District 3,Republican Party,GUNNISON,Scott R. Tipton,"3,277",0.88%,,
United States Representative - District 3,Republican Party,HINSDALE,Scott R. Tipton,350,0.09%,,
United States Representative - District 3,Republican Party,HUERFANO,Scott R. Tipton,"1,998",0.53%,,
United States Representative - District 3,Republican Party,JACKSON,Scott R. Tipton,616,0.16%,,
United States Representative - District 3,Republican Party,LAKE,Scott R. Tipton,"1,187",0.32%,,
United States Representative - District 3,Republican Party,LA PLATA,Scott R. Tipton,"13,769",3.68%,,
United States Representative - District 3,Republican Party,MESA,Scott R. Tipton,"51,277",13.71%,,
United States Representative - District 3,Republican Party,MINERAL,Scott R. Tipton,331,0.09%,,
United States Representative - District 3,Republican Party,MOFFAT,Scott R. Tipton,"5,033",1.35%,,
United States Representative - District 3,Republican Party,MONTEZUMA,Scott R. Tipton,"7,511",2.01%,,
United States Representative - District 3,Republican Party,MONTROSE,Scott R. Tipton,"14,466",3.87%,,
United States Representative - District 3,Republican Party,OURAY,Scott R. Tipton,"1,465",0.39%,,
United States Representative - District 3,Republican Party,PITKIN,Scott R. Tipton,"2,696",0.72%,,
United States Representative - District 3,Republican Party,PUEBLO,Scott R. Tipton,"41,311",11.04%,,
United States Representative - District 3,Republican Party,RIO BLANCO,Scott R. Tipton,"2,749",0.73%,,
United States Representative - District 3,Republican Party,RIO GRANDE,Scott R. Tipton,"3,140",0.84%,,
United States Representative - District 3,Republican Party,ROUTT,Scott R. Tipton,"5,762",1.54%,,
United States Representative - District 3,Republican Party,SAGUACHE,Scott R. Tipton,"1,051",0.28%,,
United States Representative - District 3,Republican Party,SAN JUAN,Scott R. Tipton,222,0.06%,,
United States Representative - District 3,Republican Party,SAN MIGUEL,Scott R. Tipton,"1,158",0.31%,,
United States Representative - District 3,Republican Party,,Scott R. Tipton TOTAL,"204,220",54.60%,,
United States Representative - District 3,Democratic Party,ALAMOSA,Gail Schwartz,"3,452",0.92%,,
United States Representative - District 3,Democratic Party,ARCHULETA,Gail Schwartz,"2,525",0.68%,,
United States Representative - District 3,Democratic Party,CONEJOS,Gail Schwartz,"2,031",0.54%,,
United States Representative - District 3,Democratic Party,COSTILLA,Gail Schwartz,"1,187",0.32%,,
United States Representative - District 3,Democratic Party,CUSTER,Gail Schwartz,781,0.21%,,
United States Representative - District 3,Democratic Party,DELTA,Gail Schwartz,"4,741",1.27%,,
United States Representative - District 3,Democratic Party,DOLORES,Gail Schwartz,381,0.10%,,
United States Representative - District 3,Democratic Party,EAGLE,Gail Schwartz,"9,617",2.57%,,
United States Representative - District 3,Democratic Party,GARFIELD,Gail Schwartz,"12,030",3.22%,,
United States Representative - District 3,Democratic Party,GUNNISON,Gail Schwartz,"5,695",1.52%,,
United States Representative - District 3,Democratic Party,HINSDALE,Gail Schwartz,216,0.06%,,
United States Representative - District 3,Democratic Party,HUERFANO,Gail Schwartz,"1,575",0.42%,,
United States Representative - District 3,Democratic Party,JACKSON,Gail Schwartz,195,0.05%,,
United States Representative - District 3,Democratic Party,LAKE,Gail Schwartz,"1,755",0.47%,,
United States Representative - District 3,Democratic Party,LA PLATA,Gail Schwartz,"15,588",4.17%,,
United States Representative - District 3,Democratic Party,MESA,Gail Schwartz,"21,167",5.66%,,
United States Representative - District 3,Democratic Party,MINERAL,Gail Schwartz,285,0.08%,,
United States Representative - District 3,Democratic Party,MOFFAT,Gail Schwartz,"1,114",0.30%,,
United States Representative - District 3,Democratic Party,MONTEZUMA,Gail Schwartz,"4,578",1.22%,,
United States Representative - District 3,Democratic Party,MONTROSE,Gail Schwartz,"5,442",1.45%,,
United States Representative - District 3,Democratic Party,OURAY,Gail Schwartz,"1,710",0.46%,,
United States Representative - District 3,Democratic Party,PITKIN,Gail Schwartz,"7,493",2.00%,,
United States Representative - District 3,Democratic Party,PUEBLO,Gail Schwartz,"32,430",8.67%,,
United States Representative - District 3,Democratic Party,RIO BLANCO,Gail Schwartz,487,0.13%,,
United States Representative - District 3,Democratic Party,RIO GRANDE,Gail Schwartz,"2,212",0.59%,,
United States Representative - District 3,Democratic Party,ROUTT,Gail Schwartz,"7,350",1.97%,,
United States Representative - District 3,Democratic Party,SAGUACHE,Gail Schwartz,"1,669",0.45%,,
United States Representative - District 3,Democratic Party,SAN JUAN,Gail Schwartz,248,0.07%,,
