Office/Ballot Issue,Party,County,Candidate/Judge/Ballot Issue Title,Yes Votes/Percentage,No Votes/Percentage
United States Representative - District 7,Democratic Party,JEFFERSON,Steve Zorn,16,
United States Representative - District 7,Democratic Party,,Steve Zorn Total Votes,33,
United States Representative - District 7,Democratic Party,,Steve Zorn Vote %,0.01%,
State Board of Education - District 1,Republican Party,ARAPAHOE,Sydnnia Wulff,"10,034",
State Board of Education - District 1,Republican Party,DENVER,Sydnnia Wulff,"71,602",
State Board of Education - District 1,Republican Party,JEFFERSON,Sydnnia Wulff,"22,568",
State Board of Education - District 1,Republican Party,,Sydnnia Wulff Total Votes,"104,204",
State Board of Education - District 1,Republican Party,,Sydnnia Wulff Vote %,23.36%,
State Board of Education - District 1,Democratic Party,ARAPAHOE,Lisa Escarcega,"19,070",
State Board of Education - District 1,Democratic Party,DENVER,Lisa Escarcega,"286,652",
State Board of Education - District 1,Democratic Party,JEFFERSON,Lisa Escarcega,"21,096",
State Board of Education - District 1,Democratic Party,,Lisa Escarcega Total Votes,"326,818",
State Board of Education - District 1,Democratic Party,,Lisa Escarcega Vote % (WINNER),73.26%,
State Board of Education - District 1,Approval Voting Party,ARAPAHOE,Zachary Laddison,175,
State Board of Education - District 1,Approval Voting Party,DENVER,Zachary Laddison,"1,986",
State Board of Education - District 1,Approval Voting Party,JEFFERSON,Zachary Laddison,244,
State Board of Education - District 1,Approval Voting Party,,Zachary Laddison Total Votes,"2,405",
State Board of Education - District 1,Approval Voting Party,,Zachary Laddison Vote %,0.54%,
State Board of Education - District 1,Libertarian Party,ARAPAHOE,Alan Hayman,"1,027",
State Board of Education - District 1,Libertarian Party,DENVER,Alan Hayman,"10,216",
State Board of Education - District 1,Libertarian Party,JEFFERSON,Alan Hayman,"1,464",
State Board of Education - District 1,Libertarian Party,,Alan Hayman Total Votes,"12,707",
State Board of Education - District 1,Libertarian Party,,Alan Hayman Vote %,2.85%,
State Board of Education - District 3,Democratic Party,ALAMOSA,Mayling Simpson,"3,747",
State Board of Education - District 3,Democratic Party,ARCHULETA,Mayling Simpson,"3,438",
State Board of Education - District 3,Democratic Party,CONEJOS,Mayling Simpson,"2,017",
State Board of Education - District 3,Democratic Party,COSTILLA,Mayling Simpson,"1,294",
State Board of Education - District 3,Democratic Party,CUSTER,Mayling Simpson,"1,019",
State Board of Education - District 3,Democratic Party,DELTA,Mayling Simpson,"5,493",
State Board of Education - District 3,Democratic Party,DOLORES,Mayling Simpson,316,
State Board of Education - District 3,Democratic Party,EAGLE,Mayling Simpson,"11,646",
State Board of Education - District 3,Democratic Party,GARFIELD,Mayling Simpson,"14,024",
State Board of Education - District 3,Democratic Party,GUNNISON,Mayling Simpson,"6,622",
State Board of Education - District 3,Democratic Party,HINSDALE,Mayling Simpson,206,
State Board of Education - District 3,Democratic Party,HUERFANO,Mayling Simpson,"2,092",
State Board of Education - District 3,Democratic Party,JACKSON,Mayling Simpson,160,
State Board of Education - District 3,Democratic Party,LAKE,Mayling Simpson,"2,281",
State Board of Education - District 3,Democratic Party,LA PLATA,Mayling Simpson,"18,677",
State Board of Education - District 3,Democratic Party,MESA,Mayling Simpson,"28,673",
State Board of Education - District 3,Democratic Party,MINERAL,Mayling Simpson,283,
State Board of Education - District 3,Democratic Party,MOFFAT,Mayling Simpson,"1,176",
State Board of Education - District 3,Democratic Party,MONTEZUMA,Mayling Simpson,"5,530",
State Board of Education - District 3,Democratic Party,MONTROSE,Mayling Simpson,"6,925",
State Board of Education - District 3,Democratic Party,OURAY,Mayling Simpson,"2,164",
State Board of Education - District 3,Democratic Party,PITKIN,Mayling Simpson,"8,017",
State Board of Education - District 3,Democratic Party,PUEBLO,Mayling Simpson,"43,422",
State Board of Education - District 3,Democratic Party,RIO BLANCO,Mayling Simpson,535,
State Board of Education - District 3,Democratic Party,RIO GRANDE,Mayling Simpson,"2,487",
State Board of Education - District 3,Democratic Party,ROUTT,Mayling Simpson,"9,278",
State Board of Education - District 3,Democratic Party,SAGUACHE,Mayling Simpson,"1,876",
State Board of Education - District 3,Democratic Party,SAN JUAN,Mayling Simpson,311,
State Board of Education - District 3,Democratic Party,SAN MIGUEL,Mayling Simpson,"3,617",
State Board of Education - District 3,Democratic Party,,Mayling Simpson Total Votes,"187,326",
State Board of Education - District 3,Democratic Party,,Mayling Simpson Vote %,45.04%,
State Board of Education - District 3,Republican Party,ALAMOSA,Joyce Rankin,"3,739",
State Board of Education - District 3,Republican Party,ARCHULETA,Joyce Rankin,"5,247",
State Board of Education - District 3,Republican Party,CONEJOS,Joyce Rankin,"2,172",
State Board of Education - District 3,Republican Party,COSTILLA,Joyce Rankin,688,
State Board of Education - District 3,Republican Party,CUSTER,Joyce Rankin,"2,475",
State Board of Education - District 3,Republican Party,DELTA,Joyce Rankin,"13,195",
State Board of Education - District 3,Republican Party,DOLORES,Joyce Rankin,"1,057",
State Board of Education - District 3,Republican Party,EAGLE,Joyce Rankin,"8,742",
State Board of Education - District 3,Republican Party,GARFIELD,Joyce Rankin,"15,676",
State Board of Education - District 3,Republican Party,GUNNISON,Joyce Rankin,"4,045",
State Board of Education - District 3,Republican Party,HINSDALE,Joyce Rankin,367,
State Board of Education - District 3,Republican Party,HUERFANO,Joyce Rankin,"2,156",
State Board of Education - District 3,Republican Party,JACKSON,Joyce Rankin,640,
State Board of Education - District 3,Republican Party,LAKE,Joyce Rankin,"1,463",
State Board of Education - District 3,Republican Party,LA PLATA,Joyce Rankin,"14,703",
State Board of Education - District 3,Republican Party,MESA,Joyce Rankin,"57,832",
State Board of Education - District 3,Republican Party,MINERAL,Joyce Rankin,427,
State Board of Education - District 3,Republican Party,MOFFAT,Joyce Rankin,"5,573",
State Board of Education - District 3,Republican Party,MONTEZUMA,Joyce Rankin,"9,433",
State Board of Education - District 3,Republican Party,MONTROSE,Joyce Rankin,"16,599",
State Board of Education - District 3,Republican Party,OURAY,Joyce Rankin,"1,657",
State Board of Education - District 3,Republican Party,PITKIN,Joyce Rankin,"3,266",
State Board of Education - District 3,Republican Party,PUEBLO,Joyce Rankin,"41,850",
State Board of Education - District 3,Republican Party,RIO BLANCO,Joyce Rankin,"3,036",
State Board of Education - District 3,Republican Party,RIO GRANDE,Joyce Rankin,"3,593",
State Board of Education - District 3,Republican Party,ROUTT,Joyce Rankin,"6,157",
State Board of Education - District 3,Republican Party,SAGUACHE,Joyce Rankin,"1,371",
State Board of Education - District 3,Republican Party,SAN JUAN,Joyce Rankin,194,
State Board of Education - District 3,Republican Party,SAN MIGUEL,Joyce Rankin,"1,233",
State Board of Education - District 3,Republican Party,,Joyce Rankin Total Votes,"228,586",
State Board of Education - District 3,Republican Party,,Joyce Rankin Vote % (WINNER),54.96%,
State Board of Education - District 7,Democratic Party,ADAMS,Karla Esser,"100,408",
State Board of Education - District 7,Democratic Party,JEFFERSON,Karla Esser,"157,661",
State Board of Education - District 7,Democratic Party,,Karla Esser Total Votes,"258,069",
State Board of Education - District 7,Democratic Party,,Karla Esser Vote % (WINNER),62.19%,
State Board of Education - District 7,Republican Party,ADAMS,Nancy Pallozzi,"58,903",
State Board of Education - District 7,Republican Party,JEFFERSON,Nancy Pallozzi,"97,987",
State Board of Education - District 7,Republican Party,,Nancy Pallozzi Total Votes,"156,890",
State Board of Education - District 7,Republican Party,,Nancy Pallozzi Vote %,37.81%,
Regent of the University of Colorado - District 2,Democratic Party,BOULDER,Callie Rennison,"108,569",
Regent of the University of Colorado - District 2,Democratic Party,BROOMFIELD,Callie Rennison,"25,595",
Regent of the University of Colorado - District 2,Democratic Party,CLEAR CREEK,Callie Rennison,"3,142",
Regent of the University of Colorado - District 2,Democratic Party,EAGLE,Callie Rennison,"4,353",
Regent of the University of Colorado - District 2,Democratic Party,GILPIN,Callie Rennison,"2,009",
Regent of the University of Colorado - District 2,Democratic Party,GRAND,Callie Rennison,"3,978",
Regent of the University of Colorado - District 2,Democratic Party,JEFFERSON,Callie Rennison,"27,432",
Regent of the University of Colorado - District 2,Democratic Party,LARIMER,Callie Rennison,"109,887",
Regent of the University of Colorado - District 2,Democratic Party,PARK,Callie Rennison,"2,066",
Regent of the University of Colorado - District 2,Democratic Party,SUMMIT,Callie Rennison,"10,409",
Regent of the University of Colorado - District 2,Democratic Party,,Callie Rennison Total Votes,"297,440",
Regent of the University of Colorado - District 2,Democratic Party,,Callie Rennison Vote % (WINNER),59.59%,
Regent of the University of Colorado - District 2,Republican Party,BOULDER,Dick R. Murphy,"27,090",
Regent of the University of Colorado - District 2,Republican Party,BROOMFIELD,Dick R. Murphy,"16,801",
Regent of the University of Colorado - District 2,Republican Party,CLEAR CREEK,Dick R. Murphy,"2,632",
Regent of the University of Colorado - District 2,Republican Party,EAGLE,Dick R. Murphy,"2,161",
Regent of the University of Colorado - District 2,Republican Party,GILPIN,Dick R. Murphy,"1,725",
Regent of the University of Colorado - District 2,Republican Party,GRAND,Dick R. Murphy,"4,657",
Regent of the University of Colorado - District 2,Republican Party,JEFFERSON,Dick R. Murphy,"26,103",
Regent of the University of Colorado - District 2,Republican Party,LARIMER,Dick R. Murphy,"91,683",
Regent of the University of Colorado - District 2,Republican Party,PARK,Dick R. Murphy,"3,223",
Regent of the University of Colorado - District 2,Republican Party,SUMMIT,Dick R. Murphy,"5,329",
Regent of the University of Colorado - District 2,Republican Party,,Dick R. Murphy Total Votes,"181,404",
Regent of the University of Colorado - District 2,Republican Party,,Dick R. Murphy Vote %,36.34%,
Regent of the University of Colorado - District 2,Libertarian Party,BOULDER,Christian Vernaza,"4,250",
Regent of the University of Colorado - District 2,Libertarian Party,BROOMFIELD,Christian Vernaza,"1,758",
Regent of the University of Colorado - District 2,Libertarian Party,CLEAR CREEK,Christian Vernaza,360,
Regent of the University of Colorado - District 2,Libertarian Party,EAGLE,Christian Vernaza,334,
Regent of the University of Colorado - District 2,Libertarian Party,GILPIN,Christian Vernaza,248,
Regent of the University of Colorado - District 2,Libertarian Party,GRAND,Christian Vernaza,472,
Regent of the University of Colorado - District 2,Libertarian Party,JEFFERSON,Christian Vernaza,"2,218",
Regent of the University of Colorado - District 2,Libertarian Party,LARIMER,Christian Vernaza,"9,243",
Regent of the University of Colorado - District 2,Libertarian Party,PARK,Christian Vernaza,395,
Regent of the University of Colorado - District 2,Libertarian Party,SUMMIT,Christian Vernaza,"1,015",
Regent of the University of Colorado - District 2,Libertarian Party,,Christian Vernaza Total Votes,"20,293",
Regent of the University of Colorado - District 2,Libertarian Party,,Christian Vernaza Vote %,4.07%,
Regent of the University of Colorado - District 6,Republican Party,ADAMS,Richard Murray,"28,533",
Regent of the University of Colorado - District 6,Republican Party,ARAPAHOE,Richard Murray,"122,715",
Regent of the University of Colorado - District 6,Republican Party,DOUGLAS,Richard Murray,"36,897",
Regent of the University of Colorado - District 6,Republican Party,,Richard Murray Total Votes,"188,145",
Regent of the University of Colorado - District 6,Republican Party,,Richard Murray Vote %,44.44%,
Regent of the University of Colorado - District 6,Democratic Party,ADAMS,Ilana Spiegel,"28,650",
Regent of the University of Colorado - District 6,Democratic Party,ARAPAHOE,Ilana Spiegel,"167,415",
Regent of the University of Colorado - District 6,Democratic Party,DOUGLAS,Ilana Spiegel,"29,845",
Regent of the University of Colorado - District 6,Democratic Party,,Ilana Spiegel Total Votes,"225,910",
Regent of the University of Colorado - District 6,Democratic Party,,Ilana Spiegel Vote % (WINNER),53.36%,
Regent of the University of Colorado - District 6,Unity Party of Colorado,ADAMS,Christopher E. Otwell,"1,526",
Regent of the University of Colorado - District 6,Unity Party of Colorado,ARAPAHOE,Christopher E. Otwell,"6,829",
Regent of the University of Colorado - District 6,Unity Party of Colorado,DOUGLAS,Christopher E. Otwell,961,
Regent of the University of Colorado - District 6,Unity Party of Colorado,,Christopher E. Otwell Total Votes,"9,316",
Regent of the University of Colorado - District 6,Unity Party of Colorado,,Christopher E. Otwell Vote %,2.20%,
Regent of the University of Colorado - District 7,Democratic Party,ADAMS,Nolbert Chavez,"116,265",
Regent of the University of Colorado - District 7,Democratic Party,JEFFERSON,Nolbert Chavez,"181,700",
Regent of the University of Colorado - District 7,Democratic Party,,Nolbert Chavez Total Votes,"297,965",
Regent of the University of Colorado - District 7,Democratic Party,,Nolbert Chavez Vote % (WINNER),100.00%,
State Senate - District 4,Republican Party,DOUGLAS,Jim Smallwood,"73,832",
State Senate - District 4,Republican Party,,Jim Smallwood Total Votes,"73,832",
State Senate - District 4,Republican Party,,Jim Smallwood Vote % (WINNER),62.27%,
State Senate - District 4,Democratic Party,DOUGLAS,Elissa Flaumenhaft,"41,526",
State Senate - District 4,Democratic Party,,Elissa Flaumenhaft Total Votes,"41,526",
State Senate - District 4,Democratic Party,,Elissa Flaumenhaft Vote %,35.02%,
State Senate - District 4,Libertarian Party,DOUGLAS,Wayne Harlos,"3,208",
State Senate - District 4,Libertarian Party,,Wayne Harlos Total Votes,"3,208",
State Senate - District 4,Libertarian Party,,Wayne Harlos Vote %,2.71%,
State Senate - District 8,Democratic Party,GARFIELD,Karl Hanlon,"14,293",
State Senate - District 8,Democratic Party,GRAND,Karl Hanlon,"4,374",
State Senate - District 8,Democratic Party,JACKSON,Karl Hanlon,164,
State Senate - District 8,Democratic Party,MOFFAT,Karl Hanlon,"1,165",
State Senate - District 8,Democratic Party,RIO BLANCO,Karl Hanlon,515,
State Senate - District 8,Democratic Party,ROUTT,Karl Hanlon,"9,675",
State Senate - District 8,Democratic Party,SUMMIT,Karl Hanlon,"11,531",
State Senate - District 8,Democratic Party,,Karl Hanlon Total Votes,"41,717",
State Senate - District 8,Democratic Party,,Karl Hanlon Vote %,49.42%,
State Senate - District 8,Republican Party,GARFIELD,Bob Rankin,"15,428",
State Senate - District 8,Republican Party,GRAND,Bob Rankin,"5,112",
State Senate - District 8,Republican Party,JACKSON,Bob Rankin,664,
State Senate - District 8,Republican Party,MOFFAT,Bob Rankin,"5,634",
State Senate - District 8,Republican Party,RIO BLANCO,Bob Rankin,"3,000",
State Senate - District 8,Republican Party,ROUTT,Bob Rankin,"6,687",
State Senate - District 8,Republican Party,SUMMIT,Bob Rankin,"6,176",
State Senate - District 8,Republican Party,,Bob Rankin Total Votes,"42,701",
State Senate - District 8,Republican Party,,Bob Rankin Vote % (WINNER),50.58%,
State Senate - District 10,Republican Party,EL PASO,Larry G. Liston,"47,463",
State Senate - District 10,Republican Party,,Larry G. Liston Total Votes,"47,463",
State Senate - District 10,Republican Party,,Larry G. Liston Vote % (WINNER),56.37%,
State Senate - District 10,Democratic Party,EL PASO,Randi McCallian,"32,114",
State Senate - District 10,Democratic Party,,Randi McCallian Total Votes,"32,114",
State Senate - District 10,Democratic Party,,Randi McCallian Vote %,38.14%,
State Senate - District 10,Libertarian Party,EL PASO,Heather Johnson,"4,620",
State Senate - District 10,Libertarian Party,,Heather Johnson Total Votes,"4,620",
State Senate - District 10,Libertarian Party,,Heather Johnson Vote %,5.49%,
State Senate - District 12,Republican Party,EL PASO,Bob Gardner,"45,808",
State Senate - District 12,Republican Party,,Bob Gardner Total Votes,"45,808",
State Senate - District 12,Republican Party,,Bob Gardner Vote % (WINNER),58.35%,
State Senate - District 12,Democratic Party,EL PASO,Electra Johnson,"29,656",
State Senate - District 12,Democratic Party,,Electra Johnson Total Votes,"29,656",
State Senate - District 12,Democratic Party,,Electra Johnson Vote %,37.77%,
State Senate - District 12,Libertarian Party,EL PASO,Zechariah L. Harris,"3,048",
State Senate - District 12,Libertarian Party,,Zechariah L. Harris Total Votes,"3,048",
State Senate - District 12,Libertarian Party,,Zechariah L. Harris Vote %,3.88%,
State Senate - District 14,Republican Party,LARIMER,Hans D. Hochheimer,"31,724",
State Senate - District 14,Republican Party,,Hans D. Hochheimer Total Votes,"31,724",
State Senate - District 14,Republican Party,,Hans D. Hochheimer Vote %,33.35%,
State Senate - District 14,Democratic Party,LARIMER,Joann Ginal,"63,409",
State Senate - District 14,Democratic Party,,Joann Ginal Total Votes,"63,409",
State Senate - District 14,Democratic Party,,Joann Ginal Vote % (WINNER),66.65%,
State Senate - District 17,Democratic Party,BOULDER,Sonya Jaquez Lewis,"65,226",
State Senate - District 17,Democratic Party,,Sonya Jaquez Lewis Total Votes,"65,226",
State Senate - District 17,Democratic Party,,Sonya Jaquez Lewis Vote % (WINNER),67.88%,
State Senate - District 17,Republican Party,BOULDER,Matthew D. Menza,"30,848",
State Senate - District 17,Republican Party,,Matthew D. Menza Total Votes,"30,848",
State Senate - District 17,Republican Party,,Matthew D. Menza Vote %,32.10%,
State Senate - District 17,Unaffiliated,BOULDER,Andrew J. O'Connor,19,
State Senate - District 17,Unaffiliated,,Andrew J. O'Connor Total Votes,19,
State Senate - District 17,Unaffiliated,,Andrew J. O'Connor Vote %,0.02%,
State Senate - District 18,Democratic Party,BOULDER,Steve Fenberg,"75,261",
State Senate - District 18,Democratic Party,,Steve Fenberg Total Votes,"75,261",
State Senate - District 18,Democratic Party,,Steve Fenberg Vote % (WINNER),82.90%,
State Senate - District 18,Republican Party,BOULDER,Peg Cage,"15,524",
State Senate - District 18,Republican Party,,Peg Cage Total Votes,"15,524",
State Senate - District 18,Republican Party,,Peg Cage Vote %,17.10%,
State Senate - District 19,Democratic Party,JEFFERSON,Rachel Zenzinger,"54,694",
State Senate - District 19,Democratic Party,,Rachel Zenzinger Total Votes,"54,694",
State Senate - District 19,Democratic Party,,Rachel Zenzinger Vote % (WINNER),59.17%,
State Senate - District 19,Republican Party,JEFFERSON,Lynn Gerber,"37,740",
State Senate - District 19,Republican Party,,Lynn Gerber Total Votes,"37,740",
State Senate - District 19,Republican Party,,Lynn Gerber Vote %,40.83%,
State Senate - District 21,Democratic Party,ADAMS,Dominick Moreno,"41,438",
State Senate - District 21,Democratic Party,,Dominick Moreno Total Votes,"41,438",
State Senate - District 21,Democratic Party,,Dominick Moreno Vote % (WINNER),63.55%,
State Senate - District 21,Republican Party,ADAMS,Martin Mendez,"23,769",
State Senate - District 21,Republican Party,,Martin Mendez Total Votes,"23,769",
State Senate - District 21,Republican Party,,Martin Mendez Vote %,36.45%,
State Senate - District 23,Republican Party,BROOMFIELD,Barbara Kirkmeyer,"18,481",
State Senate - District 23,Republican Party,LARIMER,Barbara Kirkmeyer,"10,098",
State Senate - District 23,Republican Party,WELD,Barbara Kirkmeyer,"42,991",
State Senate - District 23,Republican Party,,Barbara Kirkmeyer Total Votes,"71,570",
State Senate - District 23,Republican Party,,Barbara Kirkmeyer Vote % (WINNER),55.14%,
State Senate - District 23,Democratic Party,BROOMFIELD,Sally Boccella,"26,163",
State Senate - District 23,Democratic Party,LARIMER,Sally Boccella,"6,224",
State Senate - District 23,Democratic Party,WELD,Sally Boccella,"25,840",
State Senate - District 23,Democratic Party,,Sally Boccella Total Votes,"58,227",
State Senate - District 23,Democratic Party,,Sally Boccella Vote %,44.86%,
State Senate - District 25,Republican Party,ADAMS,Kevin Priola,"37,195",
State Senate - District 25,Republican Party,,Kevin Priola Total Votes,"37,195",
State Senate - District 25,Republican Party,,Kevin Priola Vote % (WINNER),50.84%,
State Senate - District 25,Democratic Party,ADAMS,Paula Dickerson,"35,968",
State Senate - District 25,Democratic Party,,Paula Dickerson Total Votes,"35,968",
State Senate - District 25,Democratic Party,,Paula Dickerson Vote %,49.16%,
State Senate - District 26,Democratic Party,ARAPAHOE,Jeff Bridges,"54,275",
State Senate - District 26,Democratic Party,,Jeff Bridges Total Votes,"54,275",
State Senate - District 26,Democratic Party,,Jeff Bridges Vote % (WINNER),60.56%,
State Senate - District 26,Republican Party,ARAPAHOE,Bob Roth,"32,984",
State Senate - District 26,Republican Party,,Bob Roth Total Votes,"32,984",
State Senate - District 26,Republican Party,,Bob Roth Vote %,36.80%,
State Senate - District 26,Libertarian Party,ARAPAHOE,Marc Solomon,"2,366",
State Senate - District 26,Libertarian Party,,Marc Solomon Total Votes,"2,366",
State Senate - District 26,Libertarian Party,,Marc Solomon Vote %,2.64%,
State Senate - District 27,Democratic Party,ARAPAHOE,Chris Kolker,"51,005",
State Senate - District 27,Democratic Party,,Chris Kolker Total Votes,"51,005",
State Senate - District 27,Democratic Party,,Chris Kolker Vote % (WINNER),55.30%,
State Senate - District 27,Republican Party,ARAPAHOE,Suzanne Staiert,"41,222",
State Senate - District 27,Republican Party,,Suzanne Staiert Total Votes,"41,222",
State Senate - District 27,Republican Party,,Suzanne Staiert Vote %,44.70%,
State Senate - District 28,Republican Party,ARAPAHOE,Karl Stecher,"31,387",
State Senate - District 28,Republican Party,,Karl Stecher Total Votes,"31,387",
State Senate - District 28,Republican Party,,Karl Stecher Vote %,38.08%,
State Senate - District 28,Democratic Party,ARAPAHOE,Janet Buckner,"51,028",
State Senate - District 28,Democratic Party,,Janet Buckner Total Votes,"51,028",
State Senate - District 28,Democratic Party,,Janet Buckner Vote % (WINNER),61.92%,
State Senate - District 29,Democratic Party,ARAPAHOE,Rhonda Fields,"45,828",
State Senate - District 29,Democratic Party,,Rhonda Fields Total Votes,"45,828",
State Senate - District 29,Democratic Party,,Rhonda Fields Vote % (WINNER),68.66%,
State Senate - District 29,Libertarian Party,ARAPAHOE,Michele Poague,"20,914",
State Senate - District 29,Libertarian Party,,Michele Poague Total Votes,"20,914",
State Senate - District 29,Libertarian Party,,Michele Poague Vote %,31.34%,
State Senate - District 31,Democratic Party,ARAPAHOE,Chris Hansen,"3,023",
State Senate - District 31,Democratic Party,DENVER,Chris Hansen,"71,265",
State Senate - District 31,Democratic Party,,Chris Hansen Total Votes,"74,288",
State Senate - District 31,Democratic Party,,Chris Hansen Vote % (WINNER),76.70%,
State Senate - District 31,Republican Party,ARAPAHOE,Doug Townsend,"1,100",
State Senate - District 31,Republican Party,DENVER,Doug Townsend,"21,462",
State Senate - District 31,Republican Party,,Doug Townsend Total Votes,"22,562",
State Senate - District 31,Republican Party,,Doug Townsend Vote %,23.30%,
State Senate - District 33,Democratic Party,DENVER,James Rashad Coleman,"75,702",
State Senate - District 33,Democratic Party,,James Rashad Coleman Total Votes,"75,702",
State Senate - District 33,Democratic Party,,James Rashad Coleman Vote % (WINNER),91.01%,
State Senate - District 33,Unity Party of Colorado,DENVER,Jerry Burton,"7,482",
State Senate - District 33,Unity Party of Colorado,,Jerry Burton Total Votes,"7,482",
State Senate - District 33,Unity Party of Colorado,,Jerry Burton Vote %,8.99%,
State Senate - District 35,Republican Party,ALAMOSA,Cleave Simpson,"4,387",
State Senate - District 35,Republican Party,BACA,Cleave Simpson,"1,782",
State Senate - District 35,Republican Party,BENT,Cleave Simpson,"1,478",
State Senate - District 35,Republican Party,CONEJOS,Cleave Simpson,"2,259",
State Senate - District 35,Republican Party,COSTILLA,Cleave Simpson,745,
State Senate - District 35,Republican Party,CROWLEY,Cleave Simpson,"1,246",
State Senate - District 35,Republican Party,CUSTER,Cleave Simpson,"2,503",
State Senate - District 35,Republican Party,HUERFANO,Cleave Simpson,"2,101",
State Senate - District 35,Republican Party,KIOWA,Cleave Simpson,783,
State Senate - District 35,Republican Party,LAS ANIMAS,Cleave Simpson,"3,920",
State Senate - District 35,Republican Party,MINERAL,Cleave Simpson,433,
State Senate - District 35,Republican Party,OTERO,Cleave Simpson,"5,749",
State Senate - District 35,Republican Party,PROWERS,Cleave Simpson,"3,921",
State Senate - District 35,Republican Party,PUEBLO,Cleave Simpson,"7,494",
State Senate - District 35,Republican Party,RIO GRANDE,Cleave Simpson,"3,770",
State Senate - District 35,Republican Party,SAGUACHE,Cleave Simpson,"1,399",
State Senate - District 35,Republican Party,,Cleave Simpson Total Votes,"43,970",
State Senate - District 35,Republican Party,,Cleave Simpson Vote % (WINNER),60.12%,
State Senate - District 35,Democratic Party,ALAMOSA,Carlos R. Lopez,"3,338",
State Senate - District 35,Democratic Party,BACA,Carlos R. Lopez,357,
State Senate - District 35,Democratic Party,BENT,Carlos R. Lopez,744,
State Senate - District 35,Democratic Party,CONEJOS,Carlos R. Lopez,"2,036",
State Senate - District 35,Democratic Party,COSTILLA,Carlos R. Lopez,"1,293",
State Senate - District 35,Democratic Party,CROWLEY,Carlos R. Lopez,454,
State Senate - District 35,Democratic Party,CUSTER,Carlos R. Lopez,"1,026",
State Senate - District 35,Democratic Party,HUERFANO,Carlos R. Lopez,"2,199",
State Senate - District 35,Democratic Party,KIOWA,Carlos R. Lopez,93,
State Senate - District 35,Democratic Party,LAS ANIMAS,Carlos R. Lopez,"3,937",
State Senate - District 35,Democratic Party,MINERAL,Carlos R. Lopez,284,
State Senate - District 35,Democratic Party,OTERO,Carlos R. Lopez,"3,674",
State Senate - District 35,Democratic Party,PROWERS,Carlos R. Lopez,"1,500",
State Senate - District 35,Democratic Party,PUEBLO,Carlos R. Lopez,"3,927",
State Senate - District 35,Democratic Party,RIO GRANDE,Carlos R. Lopez,"2,426",
State Senate - District 35,Democratic Party,SAGUACHE,Carlos R. Lopez,"1,875",
State Senate - District 35,Democratic Party,,Carlos R. Lopez Total Votes,"29,163",
State Senate - District 35,Democratic Party,,Carlos R. Lopez Vote %,39.88%,
State Representative - District 1,Democratic Party,DENVER,Susan Lontine,"22,483",
State Representative - District 1,Democratic Party,JEFFERSON,Susan Lontine,101,
State Representative - District 1,Democratic Party,,Susan Lontine Total Votes,"22,584",
State Representative - District 1,Democratic Party,,Susan Lontine Vote % (WINNER),66.36%,
State Representative - District 1,Republican Party,DENVER,Samantha Koch,"11,347",
State Representative - District 1,Republican Party,JEFFERSON,Samantha Koch,101,
State Representative - District 1,Republican Party,,Samantha Koch Total Votes,"11,448",
State Representative - District 1,Republican Party,,Samantha Koch Vote %,33.64%,
State Representative - District 2,Democratic Party,DENVER,Alec Garnett,"45,369",
State Representative - District 2,Democratic Party,,Alec Garnett Total Votes,"45,369",
State Representative - District 2,Democratic Party,,Alec Garnett Vote % (WINNER),80.58%,
State Representative - District 2,Republican Party,DENVER,Victoria Partridge,"10,935",
State Representative - District 2,Republican Party,,Victoria Partridge Total Votes,"10,935",
State Representative - District 2,Republican Party,,Victoria Partridge Vote %,19.42%,
State Representative - District 3,Republican Party,ARAPAHOE,Dean L. Titterington,"18,008",
State Representative - District 3,Republican Party,,Dean L. Titterington Total Votes,"18,008",
State Representative - District 3,Republican Party,,Dean L. Titterington Vote %,37.92%,
State Representative - District 3,Democratic Party,ARAPAHOE,Meg Froelich,"28,071",
State Representative - District 3,Democratic Party,,Meg Froelich Total Votes,"28,071",
State Representative - District 3,Democratic Party,,Meg Froelich Vote % (WINNER),59.11%,
State Representative - District 3,Libertarian Party,ARAPAHOE,David P. Jurist,"1,411",
State Representative - District 3,Libertarian Party,,David P. Jurist Total Votes,"1,411",
State Representative - District 3,Libertarian Party,,David P. Jurist Vote %,2.97%,
State Representative - District 4,Republican Party,DENVER,Grant Price,"7,651",
State Representative - District 4,Republican Party,,Grant Price Total Votes,"7,651",
State Representative - District 4,Republican Party,,Grant Price Vote %,18.15%,
State Representative - District 4,Democratic Party,DENVER,Serena Gonzales-Gutierrez,"34,501",
State Representative - District 4,Democratic Party,,Serena Gonzales-Gutierrez Total Votes,"34,501",
State Representative - District 4,Democratic Party,,Serena Gonzales-Gutierrez Vote % (WINNER),81.85%,
State Representative - District 5,Republican Party,DENVER,Jonathan Woodley,"9,203",
State Representative - District 5,Republican Party,,Jonathan Woodley Total Votes,"9,203",
State Representative - District 5,Republican Party,,Jonathan Woodley Vote %,19.59%,
State Representative - District 5,Democratic Party,DENVER,Alex Valdez,"37,132",
State Representative - District 5,Democratic Party,,Alex Valdez Total Votes,"37,132",
State Representative - District 5,Democratic Party,,Alex Valdez Vote % (WINNER),79.06%,
State Representative - District 5,Unity Party of Colorado,DENVER,Joe Richardson,633,
State Representative - District 5,Unity Party of Colorado,,Joe Richardson Total Votes,633,
State Representative - District 5,Unity Party of Colorado,,Joe Richardson Vote %,1.35%,
