,Office/Ballot Issue,Party,County,Candidate/Judge/Ballot Issue Title,Yes Votes/Percentage,No Votes/Percentage
728,President/Vice President,Progressive Party,ARAPAHOE,Dario Hunter / Dawn Neptune Adams,45,
729,President/Vice President,Progressive Party,ARCHULETA,Dario Hunter / Dawn Neptune Adams,0,
730,President/Vice President,Progressive Party,BACA,Dario Hunter / Dawn Neptune Adams,0,
731,President/Vice President,Progressive Party,BENT,Dario Hunter / Dawn Neptune Adams,0,
732,President/Vice President,Progressive Party,BOULDER,Dario Hunter / Dawn Neptune Adams,26,
733,President/Vice President,Progressive Party,BROOMFIELD,Dario Hunter / Dawn Neptune Adams,5,
734,President/Vice President,Progressive Party,CHAFFEE,Dario Hunter / Dawn Neptune Adams,1,
735,President/Vice President,Progressive Party,CHEYENNE,Dario Hunter / Dawn Neptune Adams,0,
736,President/Vice President,Progressive Party,CLEAR CREEK,Dario Hunter / Dawn Neptune Adams,5,
737,President/Vice President,Progressive Party,CONEJOS,Dario Hunter / Dawn Neptune Adams,0,
738,President/Vice President,Progressive Party,COSTILLA,Dario Hunter / Dawn Neptune Adams,1,
739,President/Vice President,Progressive Party,CROWLEY,Dario Hunter / Dawn Neptune Adams,0,
740,President/Vice President,Progressive Party,CUSTER,Dario Hunter / Dawn Neptune Adams,0,
741,President/Vice President,Progressive Party,DELTA,Dario Hunter / Dawn Neptune Adams,4,
742,President/Vice President,Progressive Party,DENVER,Dario Hunter / Dawn Neptune Adams,49,
743,President/Vice President,Progressive Party,DOLORES,Dario Hunter / Dawn Neptune Adams,0,
744,President/Vice President,Progressive Party,DOUGLAS,Dario Hunter / Dawn Neptune Adams,10,
745,President/Vice President,Progressive Party,EAGLE,Dario Hunter / Dawn Neptune Adams,3,
746,President/Vice President,Progressive Party,ELBERT,Dario Hunter / Dawn Neptune Adams,6,
747,President/Vice President,Progressive Party,EL PASO,Dario Hunter / Dawn Neptune Adams,47,
748,President/Vice President,Progressive Party,FREMONT,Dario Hunter / Dawn Neptune Adams,3,
749,President/Vice President,Progressive Party,GARFIELD,Dario Hunter / Dawn Neptune Adams,4,
750,President/Vice President,Progressive Party,GILPIN,Dario Hunter / Dawn Neptune Adams,1,
751,President/Vice President,Progressive Party,GRAND,Dario Hunter / Dawn Neptune Adams,3,
752,President/Vice President,Progressive Party,GUNNISON,Dario Hunter / Dawn Neptune Adams,3,
753,President/Vice President,Progressive Party,HINSDALE,Dario Hunter / Dawn Neptune Adams,0,
754,President/Vice President,Progressive Party,HUERFANO,Dario Hunter / Dawn Neptune Adams,0,
755,President/Vice President,Progressive Party,JACKSON,Dario Hunter / Dawn Neptune Adams,0,
756,President/Vice President,Progressive Party,JEFFERSON,Dario Hunter / Dawn Neptune Adams,35,
757,President/Vice President,Progressive Party,KIOWA,Dario Hunter / Dawn Neptune Adams,0,
758,President/Vice President,Progressive Party,KIT CARSON,Dario Hunter / Dawn Neptune Adams,0,
759,President/Vice President,Progressive Party,LAKE,Dario Hunter / Dawn Neptune Adams,3,
760,President/Vice President,Progressive Party,LA PLATA,Dario Hunter / Dawn Neptune Adams,2,
761,President/Vice President,Progressive Party,LARIMER,Dario Hunter / Dawn Neptune Adams,33,
762,President/Vice President,Progressive Party,LAS ANIMAS,Dario Hunter / Dawn Neptune Adams,1,
763,President/Vice President,Progressive Party,LINCOLN,Dario Hunter / Dawn Neptune Adams,0,
764,President/Vice President,Progressive Party,LOGAN,Dario Hunter / Dawn Neptune Adams,0,
765,President/Vice President,Progressive Party,MESA,Dario Hunter / Dawn Neptune Adams,7,
766,President/Vice President,Progressive Party,MINERAL,Dario Hunter / Dawn Neptune Adams,0,
767,President/Vice President,Progressive Party,MOFFAT,Dario Hunter / Dawn Neptune Adams,1,
768,President/Vice President,Progressive Party,MONTEZUMA,Dario Hunter / Dawn Neptune Adams,1,
769,President/Vice President,Progressive Party,MONTROSE,Dario Hunter / Dawn Neptune Adams,2,
770,President/Vice President,Progressive Party,MORGAN,Dario Hunter / Dawn Neptune Adams,1,
771,President/Vice President,Progressive Party,OTERO,Dario Hunter / Dawn Neptune Adams,1,
772,President/Vice President,Progressive Party,OURAY,Dario Hunter / Dawn Neptune Adams,0,
773,President/Vice President,Progressive Party,PARK,Dario Hunter / Dawn Neptune Adams,0,
774,President/Vice President,Progressive Party,PHILLIPS,Dario Hunter / Dawn Neptune Adams,0,
775,President/Vice President,Progressive Party,PITKIN,Dario Hunter / Dawn Neptune Adams,0,
776,President/Vice President,Progressive Party,PROWERS,Dario Hunter / Dawn Neptune Adams,0,
777,President/Vice President,Progressive Party,PUEBLO,Dario Hunter / Dawn Neptune Adams,16,
778,President/Vice President,Progressive Party,RIO BLANCO,Dario Hunter / Dawn Neptune Adams,0,
779,President/Vice President,Progressive Party,RIO GRANDE,Dario Hunter / Dawn Neptune Adams,0,
780,President/Vice President,Progressive Party,ROUTT,Dario Hunter / Dawn Neptune Adams,0,
781,President/Vice President,Progressive Party,SAGUACHE,Dario Hunter / Dawn Neptune Adams,2,
782,President/Vice President,Progressive Party,SAN JUAN,Dario Hunter / Dawn Neptune Adams,0,
783,President/Vice President,Progressive Party,SAN MIGUEL,Dario Hunter / Dawn Neptune Adams,0,
784,President/Vice President,Progressive Party,SEDGWICK,Dario Hunter / Dawn Neptune Adams,1,
785,President/Vice President,Progressive Party,SUMMIT,Dario Hunter / Dawn Neptune Adams,3,
786,President/Vice President,Progressive Party,TELLER,Dario Hunter / Dawn Neptune Adams,1,
787,President/Vice President,Progressive Party,WASHINGTON,Dario Hunter / Dawn Neptune Adams,0,
788,President/Vice President,Progressive Party,WELD,Dario Hunter / Dawn Neptune Adams,14,
789,President/Vice President,Progressive Party,YUMA,Dario Hunter / Dawn Neptune Adams,0,
790,President/Vice President,Progressive Party,,Dario Hunter / Dawn Neptune Adams Total Votes,379,
791,President/Vice President,Progressive Party,,Dario Hunter / Dawn Neptune Adams Vote %,0.01%,
792,President/Vice President,Unaffiliated,ADAMS,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,40,
793,President/Vice President,Unaffiliated,ALAMOSA,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,0,
794,President/Vice President,Unaffiliated,ARAPAHOE,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,65,
795,President/Vice President,Unaffiliated,ARCHULETA,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,3,
796,President/Vice President,Unaffiliated,BACA,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,0,
797,President/Vice President,Unaffiliated,BENT,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,0,
798,President/Vice President,Unaffiliated,BOULDER,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,24,
799,President/Vice President,Unaffiliated,BROOMFIELD,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,2,
800,President/Vice President,Unaffiliated,CHAFFEE,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,4,
801,President/Vice President,Unaffiliated,CHEYENNE,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,0,
802,President/Vice President,Unaffiliated,CLEAR CREEK,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,1,
803,President/Vice President,Unaffiliated,CONEJOS,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,2,
804,President/Vice President,Unaffiliated,COSTILLA,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,0,
805,President/Vice President,Unaffiliated,CROWLEY,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,2,
806,President/Vice President,Unaffiliated,CUSTER,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,0,
807,President/Vice President,Unaffiliated,DELTA,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,2,
808,President/Vice President,Unaffiliated,DENVER,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,87,
809,President/Vice President,Unaffiliated,DOLORES,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,0,
810,President/Vice President,Unaffiliated,DOUGLAS,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,20,
811,President/Vice President,Unaffiliated,EAGLE,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,1,
812,President/Vice President,Unaffiliated,ELBERT,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,2,
813,President/Vice President,Unaffiliated,EL PASO,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,73,
814,President/Vice President,Unaffiliated,FREMONT,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,4,
815,President/Vice President,Unaffiliated,GARFIELD,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,2,
816,President/Vice President,Unaffiliated,GILPIN,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,2,
817,President/Vice President,Unaffiliated,GRAND,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,4,
818,President/Vice President,Unaffiliated,GUNNISON,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,2,
819,President/Vice President,Unaffiliated,HINSDALE,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,0,
820,President/Vice President,Unaffiliated,HUERFANO,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,0,
821,President/Vice President,Unaffiliated,JACKSON,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,0,
822,President/Vice President,Unaffiliated,JEFFERSON,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,51,
823,President/Vice President,Unaffiliated,KIOWA,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,0,
824,President/Vice President,Unaffiliated,KIT CARSON,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,2,
825,President/Vice President,Unaffiliated,LAKE,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,0,
826,President/Vice President,Unaffiliated,LA PLATA,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,4,
827,President/Vice President,Unaffiliated,LARIMER,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,29,
828,President/Vice President,Unaffiliated,LAS ANIMAS,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,2,
829,President/Vice President,Unaffiliated,LINCOLN,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,0,
830,President/Vice President,Unaffiliated,LOGAN,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,2,
831,President/Vice President,Unaffiliated,MESA,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,17,
832,President/Vice President,Unaffiliated,MINERAL,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,0,
833,President/Vice President,Unaffiliated,MOFFAT,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,1,
834,President/Vice President,Unaffiliated,MONTEZUMA,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,3,
835,President/Vice President,Unaffiliated,MONTROSE,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,2,
836,President/Vice President,Unaffiliated,MORGAN,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,0,
837,President/Vice President,Unaffiliated,OTERO,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,2,
838,President/Vice President,Unaffiliated,OURAY,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,0,
839,President/Vice President,Unaffiliated,PARK,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,1,
840,President/Vice President,Unaffiliated,PHILLIPS,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,0,
841,President/Vice President,Unaffiliated,PITKIN,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,1,
842,President/Vice President,Unaffiliated,PROWERS,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,0,
843,President/Vice President,Unaffiliated,PUEBLO,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,17,
844,President/Vice President,Unaffiliated,RIO BLANCO,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,0,
845,President/Vice President,Unaffiliated,RIO GRANDE,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,0,
846,President/Vice President,Unaffiliated,ROUTT,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,2,
847,President/Vice President,Unaffiliated,SAGUACHE,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,1,
848,President/Vice President,Unaffiliated,SAN JUAN,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,0,
849,President/Vice President,Unaffiliated,SAN MIGUEL,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,0,
850,President/Vice President,Unaffiliated,SEDGWICK,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,0,
851,President/Vice President,Unaffiliated,SUMMIT,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,2,
852,President/Vice President,Unaffiliated,TELLER,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,0,
853,President/Vice President,Unaffiliated,WASHINGTON,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,0,
854,President/Vice President,Unaffiliated,WELD,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,13,
855,President/Vice President,Unaffiliated,YUMA,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,1,
856,President/Vice President,Unaffiliated,,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr. Total Votes,495,
857,President/Vice President,Unaffiliated,,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr. Vote %,0.02%,
858,President/Vice President,Socialist Workers Party,ADAMS,Alyson Kennedy / Malcolm Jarrett,24,
859,President/Vice President,Socialist Workers Party,ALAMOSA,Alyson Kennedy / Malcolm Jarrett,5,
860,President/Vice President,Socialist Workers Party,ARAPAHOE,Alyson Kennedy / Malcolm Jarrett,41,
861,President/Vice President,Socialist Workers Party,ARCHULETA,Alyson Kennedy / Malcolm Jarrett,0,
862,President/Vice President,Socialist Workers Party,BACA,Alyson Kennedy / Malcolm Jarrett,0,
863,President/Vice President,Socialist Workers Party,BENT,Alyson Kennedy / Malcolm Jarrett,0,
864,President/Vice President,Socialist Workers Party,BOULDER,Alyson Kennedy / Malcolm Jarrett,24,
865,President/Vice President,Socialist Workers Party,BROOMFIELD,Alyson Kennedy / Malcolm Jarrett,7,
866,President/Vice President,Socialist Workers Party,CHAFFEE,Alyson Kennedy / Malcolm Jarrett,1,
867,President/Vice President,Socialist Workers Party,CHEYENNE,Alyson Kennedy / Malcolm Jarrett,0,
868,President/Vice President,Socialist Workers Party,CLEAR CREEK,Alyson Kennedy / Malcolm Jarrett,0,
869,President/Vice President,Socialist Workers Party,CONEJOS,Alyson Kennedy / Malcolm Jarrett,0,
870,President/Vice President,Socialist Workers Party,COSTILLA,Alyson Kennedy / Malcolm Jarrett,0,
871,President/Vice President,Socialist Workers Party,CROWLEY,Alyson Kennedy / Malcolm Jarrett,0,
872,President/Vice President,Socialist Workers Party,CUSTER,Alyson Kennedy / Malcolm Jarrett,0,
873,President/Vice President,Socialist Workers Party,DELTA,Alyson Kennedy / Malcolm Jarrett,1,
874,President/Vice President,Socialist Workers Party,DENVER,Alyson Kennedy / Malcolm Jarrett,61,
875,President/Vice President,Socialist Workers Party,DOLORES,Alyson Kennedy / Malcolm Jarrett,0,
876,President/Vice President,Socialist Workers Party,DOUGLAS,Alyson Kennedy / Malcolm Jarrett,10,
877,President/Vice President,Socialist Workers Party,EAGLE,Alyson Kennedy / Malcolm Jarrett,4,
878,President/Vice President,Socialist Workers Party,ELBERT,Alyson Kennedy / Malcolm Jarrett,1,
879,President/Vice President,Socialist Workers Party,EL PASO,Alyson Kennedy / Malcolm Jarrett,43,
880,President/Vice President,Socialist Workers Party,FREMONT,Alyson Kennedy / Malcolm Jarrett,3,
881,President/Vice President,Socialist Workers Party,GARFIELD,Alyson Kennedy / Malcolm Jarrett,3,
882,President/Vice President,Socialist Workers Party,GILPIN,Alyson Kennedy / Malcolm Jarrett,0,
883,President/Vice President,Socialist Workers Party,GRAND,Alyson Kennedy / Malcolm Jarrett,0,
884,President/Vice President,Socialist Workers Party,GUNNISON,Alyson Kennedy / Malcolm Jarrett,3,
885,President/Vice President,Socialist Workers Party,HINSDALE,Alyson Kennedy / Malcolm Jarrett,0,
886,President/Vice President,Socialist Workers Party,HUERFANO,Alyson Kennedy / Malcolm Jarrett,2,
887,President/Vice President,Socialist Workers Party,JACKSON,Alyson Kennedy / Malcolm Jarrett,0,
888,President/Vice President,Socialist Workers Party,JEFFERSON,Alyson Kennedy / Malcolm Jarrett,40,
889,President/Vice President,Socialist Workers Party,KIOWA,Alyson Kennedy / Malcolm Jarrett,0,
890,President/Vice President,Socialist Workers Party,KIT CARSON,Alyson Kennedy / Malcolm Jarrett,2,
891,President/Vice President,Socialist Workers Party,LAKE,Alyson Kennedy / Malcolm Jarrett,1,
892,President/Vice President,Socialist Workers Party,LA PLATA,Alyson Kennedy / Malcolm Jarrett,3,
893,President/Vice President,Socialist Workers Party,LARIMER,Alyson Kennedy / Malcolm Jarrett,24,
894,President/Vice President,Socialist Workers Party,LAS ANIMAS,Alyson Kennedy / Malcolm Jarrett,1,
895,President/Vice President,Socialist Workers Party,LINCOLN,Alyson Kennedy / Malcolm Jarrett,0,
896,President/Vice President,Socialist Workers Party,LOGAN,Alyson Kennedy / Malcolm Jarrett,2,
897,President/Vice President,Socialist Workers Party,MESA,Alyson Kennedy / Malcolm Jarrett,7,
898,President/Vice President,Socialist Workers Party,MINERAL,Alyson Kennedy / Malcolm Jarrett,0,
899,President/Vice President,Socialist Workers Party,MOFFAT,Alyson Kennedy / Malcolm Jarrett,0,
900,President/Vice President,Socialist Workers Party,MONTEZUMA,Alyson Kennedy / Malcolm Jarrett,3,
901,President/Vice President,Socialist Workers Party,MONTROSE,Alyson Kennedy / Malcolm Jarrett,0,
902,President/Vice President,Socialist Workers Party,MORGAN,Alyson Kennedy / Malcolm Jarrett,0,
903,President/Vice President,Socialist Workers Party,OTERO,Alyson Kennedy / Malcolm Jarrett,3,
904,President/Vice President,Socialist Workers Party,OURAY,Alyson Kennedy / Malcolm Jarrett,0,
905,President/Vice President,Socialist Workers Party,PARK,Alyson Kennedy / Malcolm Jarrett,0,
906,President/Vice President,Socialist Workers Party,PHILLIPS,Alyson Kennedy / Malcolm Jarrett,0,
907,President/Vice President,Socialist Workers Party,PITKIN,Alyson Kennedy / Malcolm Jarrett,1,
908,President/Vice President,Socialist Workers Party,PROWERS,Alyson Kennedy / Malcolm Jarrett,1,
909,President/Vice President,Socialist Workers Party,PUEBLO,Alyson Kennedy / Malcolm Jarrett,11,
910,President/Vice President,Socialist Workers Party,RIO BLANCO,Alyson Kennedy / Malcolm Jarrett,1,
911,President/Vice President,Socialist Workers Party,RIO GRANDE,Alyson Kennedy / Malcolm Jarrett,2,
912,President/Vice President,Socialist Workers Party,ROUTT,Alyson Kennedy / Malcolm Jarrett,1,
913,President/Vice President,Socialist Workers Party,SAGUACHE,Alyson Kennedy / Malcolm Jarrett,1,
914,President/Vice President,Socialist Workers Party,SAN JUAN,Alyson Kennedy / Malcolm Jarrett,0,
915,President/Vice President,Socialist Workers Party,SAN MIGUEL,Alyson Kennedy / Malcolm Jarrett,0,
916,President/Vice President,Socialist Workers Party,SEDGWICK,Alyson Kennedy / Malcolm Jarrett,1,
917,President/Vice President,Socialist Workers Party,SUMMIT,Alyson Kennedy / Malcolm Jarrett,1,
918,President/Vice President,Socialist Workers Party,TELLER,Alyson Kennedy / Malcolm Jarrett,2,
919,President/Vice President,Socialist Workers Party,WASHINGTON,Alyson Kennedy / Malcolm Jarrett,0,
920,President/Vice President,Socialist Workers Party,WELD,Alyson Kennedy / Malcolm Jarrett,12,
921,President/Vice President,Socialist Workers Party,YUMA,Alyson Kennedy / Malcolm Jarrett,1,
922,President/Vice President,Socialist Workers Party,,Alyson Kennedy / Malcolm Jarrett Total Votes,354,
923,President/Vice President,Socialist Workers Party,,Alyson Kennedy / Malcolm Jarrett Vote %,0.01%,
924,President/Vice President,Socialist Equality Party,ADAMS,Joseph Kishore / Norissa Santa Cruz,13,
925,President/Vice President,Socialist Equality Party,ALAMOSA,Joseph Kishore / Norissa Santa Cruz,2,
926,President/Vice President,Socialist Equality Party,ARAPAHOE,Joseph Kishore / Norissa Santa Cruz,25,
927,President/Vice President,Socialist Equality Party,ARCHULETA,Joseph Kishore / Norissa Santa Cruz,0,
928,President/Vice President,Socialist Equality Party,BACA,Joseph Kishore / Norissa Santa Cruz,0,
929,President/Vice President,Socialist Equality Party,BENT,Joseph Kishore / Norissa Santa Cruz,1,
930,President/Vice President,Socialist Equality Party,BOULDER,Joseph Kishore / Norissa Santa Cruz,12,
931,President/Vice President,Socialist Equality Party,BROOMFIELD,Joseph Kishore / Norissa Santa Cruz,1,
932,President/Vice President,Socialist Equality Party,CHAFFEE,Joseph Kishore / Norissa Santa Cruz,0,
933,President/Vice President,Socialist Equality Party,CHEYENNE,Joseph Kishore / Norissa Santa Cruz,0,
934,President/Vice President,Socialist Equality Party,CLEAR CREEK,Joseph Kishore / Norissa Santa Cruz,1,
935,President/Vice President,Socialist Equality Party,CONEJOS,Joseph Kishore / Norissa Santa Cruz,1,
936,President/Vice President,Socialist Equality Party,COSTILLA,Joseph Kishore / Norissa Santa Cruz,2,
937,President/Vice President,Socialist Equality Party,CROWLEY,Joseph Kishore / Norissa Santa Cruz,0,
938,President/Vice President,Socialist Equality Party,CUSTER,Joseph Kishore / Norissa Santa Cruz,0,
939,President/Vice President,Socialist Equality Party,DELTA,Joseph Kishore / Norissa Santa Cruz,1,
940,President/Vice President,Socialist Equality Party,DENVER,Joseph Kishore / Norissa Santa Cruz,39,
941,President/Vice President,Socialist Equality Party,DOLORES,Joseph Kishore / Norissa Santa Cruz,0,
942,President/Vice President,Socialist Equality Party,DOUGLAS,Joseph Kishore / Norissa Santa Cruz,5,
943,President/Vice President,Socialist Equality Party,EAGLE,Joseph Kishore / Norissa Santa Cruz,1,
944,President/Vice President,Socialist Equality Party,ELBERT,Joseph Kishore / Norissa Santa Cruz,0,
945,President/Vice President,Socialist Equality Party,EL PASO,Joseph Kishore / Norissa Santa Cruz,19,
946,President/Vice President,Socialist Equality Party,FREMONT,Joseph Kishore / Norissa Santa Cruz,0,
947,President/Vice President,Socialist Equality Party,GARFIELD,Joseph Kishore / Norissa Santa Cruz,2,
948,President/Vice President,Socialist Equality Party,GILPIN,Joseph Kishore / Norissa Santa Cruz,0,
949,President/Vice President,Socialist Equality Party,GRAND,Joseph Kishore / Norissa Santa Cruz,0,
950,President/Vice President,Socialist Equality Party,GUNNISON,Joseph Kishore / Norissa Santa Cruz,1,
951,President/Vice President,Socialist Equality Party,HINSDALE,Joseph Kishore / Norissa Santa Cruz,0,
952,President/Vice President,Socialist Equality Party,HUERFANO,Joseph Kishore / Norissa Santa Cruz,4,
953,President/Vice President,Socialist Equality Party,JACKSON,Joseph Kishore / Norissa Santa Cruz,0,
954,President/Vice President,Socialist Equality Party,JEFFERSON,Joseph Kishore / Norissa Santa Cruz,21,
955,President/Vice President,Socialist Equality Party,KIOWA,Joseph Kishore / Norissa Santa Cruz,0,
956,President/Vice President,Socialist Equality Party,KIT CARSON,Joseph Kishore / Norissa Santa Cruz,0,
957,President/Vice President,Socialist Equality Party,LAKE,Joseph Kishore / Norissa Santa Cruz,0,
958,President/Vice President,Socialist Equality Party,LA PLATA,Joseph Kishore / Norissa Santa Cruz,2,
959,President/Vice President,Socialist Equality Party,LARIMER,Joseph Kishore / Norissa Santa Cruz,12,
960,President/Vice President,Socialist Equality Party,LAS ANIMAS,Joseph Kishore / Norissa Santa Cruz,0,
961,President/Vice President,Socialist Equality Party,LINCOLN,Joseph Kishore / Norissa Santa Cruz,0,
962,President/Vice President,Socialist Equality Party,LOGAN,Joseph Kishore / Norissa Santa Cruz,1,
963,President/Vice President,Socialist Equality Party,MESA,Joseph Kishore / Norissa Santa Cruz,1,
964,President/Vice President,Socialist Equality Party,MINERAL,Joseph Kishore / Norissa Santa Cruz,0,
965,President/Vice President,Socialist Equality Party,MOFFAT,Joseph Kishore / Norissa Santa Cruz,0,
966,President/Vice President,Socialist Equality Party,MONTEZUMA,Joseph Kishore / Norissa Santa Cruz,0,
967,President/Vice President,Socialist Equality Party,MONTROSE,Joseph Kishore / Norissa Santa Cruz,2,
968,President/Vice President,Socialist Equality Party,MORGAN,Joseph Kishore / Norissa Santa Cruz,0,
969,President/Vice President,Socialist Equality Party,OTERO,Joseph Kishore / Norissa Santa Cruz,1,
970,President/Vice President,Socialist Equality Party,OURAY,Joseph Kishore / Norissa Santa Cruz,0,
971,President/Vice President,Socialist Equality Party,PARK,Joseph Kishore / Norissa Santa Cruz,1,
972,President/Vice President,Socialist Equality Party,PHILLIPS,Joseph Kishore / Norissa Santa Cruz,0,
973,President/Vice President,Socialist Equality Party,PITKIN,Joseph Kishore / Norissa Santa Cruz,0,
974,President/Vice President,Socialist Equality Party,PROWERS,Joseph Kishore / Norissa Santa Cruz,1,
975,President/Vice President,Socialist Equality Party,PUEBLO,Joseph Kishore / Norissa Santa Cruz,10,
976,President/Vice President,Socialist Equality Party,RIO BLANCO,Joseph Kishore / Norissa Santa Cruz,0,
977,President/Vice President,Socialist Equality Party,RIO GRANDE,Joseph Kishore / Norissa Santa Cruz,2,
978,President/Vice President,Socialist Equality Party,ROUTT,Joseph Kishore / Norissa Santa Cruz,0,
979,President/Vice President,Socialist Equality Party,SAGUACHE,Joseph Kishore / Norissa Santa Cruz,0,
980,President/Vice President,Socialist Equality Party,SAN JUAN,Joseph Kishore / Norissa Santa Cruz,0,
981,President/Vice President,Socialist Equality Party,SAN MIGUEL,Joseph Kishore / Norissa Santa Cruz,0,
982,President/Vice President,Socialist Equality Party,SEDGWICK,Joseph Kishore / Norissa Santa Cruz,0,
983,President/Vice President,Socialist Equality Party,SUMMIT,Joseph Kishore / Norissa Santa Cruz,1,
984,President/Vice President,Socialist Equality Party,TELLER,Joseph Kishore / Norissa Santa Cruz,2,
985,President/Vice President,Socialist Equality Party,WASHINGTON,Joseph Kishore / Norissa Santa Cruz,0,
986,President/Vice President,Socialist Equality Party,WELD,Joseph Kishore / Norissa Santa Cruz,7,
987,President/Vice President,Socialist Equality Party,YUMA,Joseph Kishore / Norissa Santa Cruz,2,
988,President/Vice President,Socialist Equality Party,,Joseph Kishore / Norissa Santa Cruz Total Votes,196,
989,President/Vice President,Socialist Equality Party,,Joseph Kishore / Norissa Santa Cruz Vote %,0.01%,
